CELEX,chunk_id,chunk_number,chunk_text 
32005R1231,32005R1231_1,1,"n Mariann FISCHER BOEL Member of the Commission (1) OJ L 178, 30.6.2001, p. 1. Regulation as last amended by Commission Regulation (EC) No 39/2004 (OJ L 6, 10.1.2004, p. 16). (2) OJ L 185, 15.7.2005, p. 3."
31996R0469,31996R0469_0,0,"No L 65/ 18 EN Official Journal of the European Communities 15. 3 . 96 COMMISSION REGULATION (EC) No 469/96 of 14 March 1996 establishing the standard import values for determining the entry price of certain fruit and vegetables THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Commission Regulation (EC) No 3223/94 of 21 December 1994 on detailed rules for the application of the import arrangements for fruit and vege ­ tables ('), as last amended by Regulation (EC) No 2933/95 (2), and in particular Article 4 ( 1 ) thereof, Having regard to Council Regulation (EEC) No 3813/92 of 28 December 1992 on the unit of account and the conversion rates to be applied for the purposes of the common agricultural policy (3), as last amended by Regu ­ lation (EC) No 1 50/95 (4), and in particular Article 3 (3) thereof, Whereas Regulation (EC) No 3223/94 lays down, pursuant to the outcome of the Uruguay Round multila ­ teral trade negotiations, the criteria whereby the Commis ­ sion fixes the standard values for imports from third countries, in respect of the products and periods stipu ­ lated in the Annex thereto; Whereas, in compliance with the above criteria, the stan ­ dard import values must be fixed at the levels set out in the Annex to this Regulation, HAS ADOPTED THIS REGULATION: Article 1 The standard import values referred to in Article 4 of Regulation (EC) No 3223/94 shall be fixed as indicated in the Annex hereto . Article 2 This Regulation shall enter into force on 15 March 1996. This Regulation shall be binding in its entirety and directly applicable in all Member States . Done at Brussels, 14 March 1996. For the Commission Franz FISCHLER Member of the Commission (') OJ No L 337, 24. 12. 1994, p. 66 . V) OJ No L 307, 20. 12. 1995, p. 21 . 0 OJ No L 387, 31 . 12. 1992, p. 1 . « OJ No L 22, 31 . 1 . 1995, p. 1 . 15. 3 . 96 EN Official Journal of the European Communities No L 65/19 ANNEX to the Co"
31996R0469,31996R0469_1,1,"6 . V) OJ No L 307, 20. 12. 1995, p. 21 . 0 OJ No L 387, 31 . 12. 1992, p. 1 . « OJ No L 22, 31 . 1 . 1995, p. 1 . 15. 3 . 96 EN Official Journal of the European Communities No L 65/19 ANNEX to the Commission Regulation of 14 March 1996 establishing the standard import values for determining the entry price of certain fruit and vegetables (ECU/100 kg) (ECU/100 kg) CN code Third country code (') Standard import value CN code Third country code (') Standard import value 0702 00 15 052 73,5 0805 30 20 052 46,1 060 80,2 204 88,8 064 59,6 220 74,0 066 41,7 388 82,9 068 62,3 400 71,7 204 84,4 512 54,8 208 44,0 520 66,5 212 83,1 524 100,8 624 164,6 528 102,1 999 77,0 600 57,2 0707 00 15 052 125,6 624 91,1 053 156,2 999 76,0 060 61,0 0808 10 51 , 0808 10 53, 066 0808 10 59 052 64,0 53,8 068 064 78,6 110,4 388 105,8 204 144,3 400l 75,7 624 87,1 404 68,0 999 105,5 508 68,4 0709 10 10 220 321,1 512 90,9 999 321,1 524 97,7 0709 90 73 052 134,9 528 113,2 204 77,5 624 86,5 412 54,2 728 107,3 624 176,1 800 78,0 999 110,7 804 21,0 0805 10 01 , 0805 10 05, 999 81,2 0805 10 09 052 37,6 0808 20 31 039 94,8 204 46,7 052 86,2 208 58,0 l 064 72,5 212 49,2 388 76,5 220 60,4 400 98,7 388 40,5 512 62,4 400 43,8 528 68,9 436 41,6 624 79,0 448 37,1 728 115,4 600 50,8 800 55,8 624 48,5 804 112,9 I 999 46,7 999 83,9 (') Country nomenclature as fixed by Commission Regulation (EC) No 3079/94 (OJ No L 325, 17. 12. 1 994, p. 1 7). Code '999 stands for 'of other origin '."
32009R0404,32009R0404_0,0,"16.5.2009 EN Official Journal of the European Union L 122/1 COMMISSION REGULATION (EC) No 404/2009 of 15 May 2009 establishing the standard import values for determining the entry price of certain fruit and vegetables THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Council Regulation (EC) No 1234/2007 of 22 October 2007 establishing a common organisation of agricultural markets and on specific provisions for certain agricultural products (Single CMO Regulation) (1), Having regard to Commission Regulation (EC) No 1580/2007 of 21 December 2007 laying down implementing rules for Council Regulations (EC) No 2200/96, (EC) No 2201/96 and (EC) No 1182/2007 in the fruit and vegetable sector (2), and in particular Article 138(1) thereof, Whereas: Regulation (EC) No 1580/2007 lays down, pursuant to the outcome of the Uruguay Round multilateral trade negotiations, the criteria whereby the Commission fixes the standard values for imports from third countries, in respect of the products and periods stipulated in Annex XV, Part A thereto, HAS ADOPTED THIS REGULATION: Article 1 The standard import values referred to in Article 138 of Regulation (EC) No 1580/2007 are fixed in the Annex hereto. Article 2 This Regulation shall enter into force on 16 May 2009. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 15 May 2009. For the Commission Jean-Luc DEMARTY Director-General for Agriculture and Rural Development (1) OJ L 299, 16.11.2007, p. 1. (2) OJ L 350, 31.12.2007, p. 1. ANNEX Standard import values for determining the entry price of certain fruit and vegetables (EUR/100 kg) CN code Third country code (1) Standard import value 0702 00 00 JO 73,9 MA 48,9 MK 80,5 TN 115,0 TR 101,0 ZZ 83,9 0707 00 05 JO 155,5 MA 32,7 TR 148,4 ZZ 112,2 0709 90 70 JO 216,7 TR 120,2 ZZ 168,5 0805 10 20 EG 42,4 IL 55,0 MA 48,3 TN 49,2 TR 99,9 US 49,3 ZZ 57,4 0805 50 "
32009R0404,32009R0404_1,1,"A 48,9 MK 80,5 TN 115,0 TR 101,0 ZZ 83,9 0707 00 05 JO 155,5 MA 32,7 TR 148,4 ZZ 112,2 0709 90 70 JO 216,7 TR 120,2 ZZ 168,5 0805 10 20 EG 42,4 IL 55,0 MA 48,3 TN 49,2 TR 99,9 US 49,3 ZZ 57,4 0805 50 10 AR 50,9 TR 47,7 ZA 59,1 ZZ 52,6 0808 10 80 AR 81,8 BR 75,3 CL 76,2 CN 97,7 MK 42,0 NZ 104,1 US 128,1 UY 71,7 ZA 85,7 ZZ 84,7 (1) Nomenclature of countries laid down by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19). Code ZZ stands for of other origin."
31986R3677,31986R3677_0,0,"12 . 12 . 86 Official Journal of the European Communities No L 351 / 1 I (Acts whose publication is obligatory) COUNCIL REGULATION (EEC) No 3677/ 86 of 24 November 1986 laying down provisions for the implementation of Regulation (EEC) No 1999/ 85 on inward processing relief arrangements THE COUNCIL OF THE EUROPEAN COMMUNITIES , Having regard to the Treaty establishing the European Economic Community , Having regard to Council Regulation (EEC) No 1999 / 85 of 16 July 1985 on inward processing relief arrangements (*), and in particular Article 31 thereof, Having regard to the proposal from the Commission , Whereas it is necessary to adopt certain provisions to regulate the issue of inward processing authorizations ; whereas in particular it is appropriate to lay down rules for application of the economic conditions and to define the circumstances in which those conditions , in the interests of maximum administrative simplification , shall be deemed to be fulfilled ; Whereas it is desirable to define the circumstances in which the suspension system may be used , given that compensating products are to be exported from the customs territory of the Community ; whereas in cases where the products are not to be exported the drawback system may be used when the conditions for this system are fulfilled ; whereas provision should also be made , in certain circumstances , for the release for free circulation of compensating products to be authorized under the suspension system ; Whereas it is necessary to lay down the conditions for use of the equivalent compensation and prior exportation systems and to define the time at which the change in customs position of the goods concerned takes place ; Whereas it is desirable to forbid the use of equivalent compensation for goods needed for the production of certain types of non-ferrous metal waste and scrap , in consideration of the common commercial policy ; Whereas it is desirable to restrict the system whereby import goods are pla"
31986R3677,31986R3677_1,1,"or the production of certain types of non-ferrous metal waste and scrap , in consideration of the common commercial policy ; Whereas it is desirable to restrict the system whereby import goods are placed under the arrangements in a Member State other than that in which use of the arrangements was authorized and where the processing operations are carried out , where the prior exportation procedure is used ; whereas provision should be made for the requisite exchange of information between the two Member States concerned ; Whereas it is necessary to specify how the various procedures are to apply in connection with the common commercial policy ; Whereas implementing rules must be laid down to cover entry of goods for the arrangements , use of the drawback system and some of the ways in which goods or products may be dealt with for customs purposes ; whereas such rules , while being adequate to prevent abuses , must be such as to keep administrative procedures to a minimum so as not to impose a burden on firms using the arrangements ; Whereas standard rates of yield should be laid down on the basis of the existing Community -rules ; Whereas it is necessary to lay down uniform rules for the charging of duties in cases where a customs debt arises ; whereas for that purpose it is necessary to draw up a list of compensating products which can be charged at their appropriate rate , to lay down special rules for olive oil and to provide for the application of certain agricultural import duties ; whereas it is also desirable to lay down certain rules for the application of monetary compensatory amounts in connection with the arrangements ; Whereas it is necessary to lay down provisions for calculating the proportion of import goods incorporated in compensating products where this is necessary in order to ascertain the amount of import duties to charge , to be repaid(') OJ No L 188 , 20 . 7 . 1985 , p. 1 . No L 351 / 2 Official Journal of the European Communities 12 . 12 . 86"
31986R3677,31986R3677_2,2,"s is necessary in order to ascertain the amount of import duties to charge , to be repaid(') OJ No L 188 , 20 . 7 . 1985 , p. 1 . No L 351 / 2 Official Journal of the European Communities 12 . 12 . 86 ments where more than one Member State is concerned ; Whereas , in the absence of an opinion from the Committee for Customs Procedures with Economic Impact , the Commission has been unable to adopt the provisions envisaged on this subject pursuant to the procedure laid down in Article 31 ( 3 ) ( a ) of Regulation (EEC ) No 1999 / 85 , or remitted ; whereas in view of the complexity of the calculations which may be involved , it is appropriate to give quantified examples ; Whereas it is desirable to establish rules for discharge of the arrangements and for repayment or remission under the drawback system ; Whereas it is necessary to lay down rules for administrative cooperation to ensure uniformity in the application of economic conditions and implementation of the arrange ­ HAS ADOPTED THIS REGULATION : TITLE I GENERAL PROVISIONS AND PRODUCTION ACCESSORIES State other than that in which use of the arrangements was authorized and where the processing operations are carried out ; 10 . importing Member State means the Member State in which the import goods are entered for the arrangements ; 11 . exporting Member State means the Member State in which the compensating products are declared for export ; 12 . specific commercial policy measures means non-tariff measures established as part of the common commercial policy in the form of Community rules governing arrangements for the import or export of goods , such as surveillance or safeguard measures , quantitative limits or restrictions and import or export bans . Article 1 For the purposes of this Regulation : 1 . basic Regulation means Council Regulation (EEC) No 1999 / 85 of 16 July 1985 on inward processing relief arrangements ; 2 . main compensating products means the compensating products for the production of which u"
31986R3677,31986R3677_3,3,"tion means Council Regulation (EEC) No 1999 / 85 of 16 July 1985 on inward processing relief arrangements ; 2 . main compensating products means the compensating products for the production of which use of the inward processing arrangements (hereinafter referred to as the 'arrangements') was authorized ; 3 . secondary compensating productsmeans compensating products other than those referred to in paragraph 2 which are a necessary by-product of the processing operation ; 4 . losses means the proportion of the import goods destroyed and lost during the processing operation , in particular by evaporation , dessication , venting as gas or leaching; 5 . quantitative scale method means calculation of the import goods incorporated in the various compensating products by reference to the quantity of such import goods ; 6 . value scale method means calculation of the import goods incorporated in the various compensating products by reference to the value of such compensating products ; 7 . equivalent compensation means the system referred to in Article 2 ( 1 ) ( a ) of the basic Regulation ; 8 . prior exportation means the system referred to in Article 2 ( 1 ) ( b ) of the basic Regulation ; 9 . triangular traffic means the system whereby import goods are entered for the arrangements in a Member Article 2 \ . The goods covered by the fourth indent of Article 1(3 ) ( h ) of the basic Regulation (production accessories ) and the ways in which they may be used are listed in Annex I. 2 . The customs authority may allow application of the provisions referred to in paragraph 1 to goods other than those listed in Annex I which are not found in the compensating products but are necessary for , or facilitate , the manufacture of such products , even where use of the said goods results in their complete or partial loss . This subparagraph shall not apply to energy sources , lubricants or equipment and tools . Member States shall notify the Commission at six-monthly intervals of cases"
31986R3677,31986R3677_4,4,"n their complete or partial loss . This subparagraph shall not apply to energy sources , lubricants or equipment and tools . Member States shall notify the Commission at six-monthly intervals of cases in which this paragraph has been applied . 12 . 12 , 86 No L 351 / 3Official Journal of the European Communities TITLE II AUTHORIZING USE OF THE ARRANGEMENTS CHAPTER I APPLYING FOR AUTHORIZATION 2 . For the purposes of the second sentence of Article 4 ( a ) of the basic Regulation , 'imports of a non-commercial nature' means imports of an occasional nature , containing goods the nature and quantity ofwhich does not indicate that they are being imported for any commercial purpose . 3 . For the purposes ofArticle 4 ( c) of the basic Regulation the customs authority shall establish the methods of identifying the import goods in the compensating products or the means of verifying whether the conditions laid down for the proper conduct of operations under the equivalent compensation system have been complied with . To this end the customs authority shall use , inter alia, the following means : ( a ) statement or description of special marks or manufacturer's numbers ; ( b ) affixing of seals , clip-marks or other distinctive marks ; ( c ) the taking of samples , illustrations or technical descriptions ; ( d ) the carrying-out of analyses . Article 3 1 . Without prejudice to paragraph 4 or to Article 26 , applications for authorization shall be made in writing and shall conform to the model set out in Annex II . They shall at least contain the information indicated in the said Annex . Applications must be signed and dated . 2 . Where the customs authority considers the particulars indicated in the model referred to in paragraph 1 to be inadequate , it may require the applicant to supply additional particulars . 3 . The application must be accompanied by all supporting documents or evidence needed for its appraisal . 4 . The customs authority may allow the holder of an author"
31986R3677,31986R3677_5,5,"o supply additional particulars . 3 . The application must be accompanied by all supporting documents or evidence needed for its appraisal . 4 . The customs authority may allow the holder of an authorization to apply for its renewal by simple written request , giving particulars of the previous authorization and indicating any changes which need to be made . 5 . The customs authority shall keep applications and the documents and evidence relating to them, together with copies of any authorizations issued . 6 . The applicant may request that the authorization be either for the suspension system or the drawback system where the conditions for use of the appropriate system are fulfilled . 7 . Where processing is carried out under a job processing contract between two persons established in the Community the application for authorization shall be lodged by or on behalf of the principal . 8 . Where a request is to be made for alteration of an authorization , paragraph 4 shall apply . Article 5 1 . For the purposes of applying the economic conditions : ( a ) comparable goods shall be considered unavailable within a 'suitable time' within the meaning of Article 6 ( 1 ) ( c ) of the basic Regulation where producers established in the Community cannot make them available to the operator in time for the proposed commercial operation to be carried out , despite a request having been made to them in good time ; ( b ) in deciding whether the price of comparable goods produced in the Community is such as to make the proposed commercial operation economically impracticable , the customs authority shall take account , inter alia, of the impact that the use of Community-produced goods would have on the cost price of the compensating product and hence on the disposal of the product on the third-country market , having regard to :  both the price of the uncleared goods for processing and the price of comparable goods produced in the Community less domestic taxes refunded or refundabl"
31986R3677,31986R3677_6,6,"e third-country market , having regard to :  both the price of the uncleared goods for processing and the price of comparable goods produced in the Community less domestic taxes refunded or refundable on exportation , including any refunds and any other amounts applying under the common agricultural policy . Conditions of sale , in particular payment terms , and proposed delivery terms shall also be taken into consideration when comparing prices , and CHAPTER II GENERAL CONDITIONS FOR AUTHORIZING USE OF THE ARRANGEMENTS Article 4 1 . Before issuing the authorization the customs authority 1 shall check that the conditions for use of the arrangements , in 1 particular the economic conditions , are fulfilled . No L 351 /4 Official Journal of the European Communities 12 . 12 . 86 respect of a given type of goods to be entered for the arrangements within a given period where the applicant : ( a ) obtains 80 % of his supplies of such goods for the period in question in the customs territory of the Community ; ( b ) is trying to guard against real supply problems , proven to the satisfaction of the customs authority, for that type of goods , and the proportion of Community supplies is lower than the percentage indicated at ( a ); ( c ) satisfies the customs authority that he has taken the necessary steps to obtain goods for processing on the Community market but has met with no response from Community producers . 2 . Paragraph 1 ( a ) shall not apply to goods falling within Annex II of the Treaty .  the price obtainable for the compensating product on the third-country market , as ascertained from commercial correspondence or other information ; ( c) 'job processing' means any processing of import goods directly or indirectly placed at the disposal of the holder of the authorization which is carried out according to the specifications and on behalf of a principal established outside the customs territory of the Community , generally against payment of processing costs al"
31986R3677,31986R3677_7,7,"rization which is carried out according to the specifications and on behalf of a principal established outside the customs territory of the Community , generally against payment of processing costs alone . 2 . Goods produced in the Community shall be comparable to import goods when they fall within the same subheading of the Common Customs Tariff , are of the same commercial quality and have the same technical characteristics , having regard to the compensating products to be obtained . 3 . In assessing the economic conditions , the following shall not in themselves be taken as grounds for granting the authorization : ( a ) the fact that the Community producer of comparable goods which could be used to carry out the processing operations is an undertaking in competition with the person applying to use the arrangements ; (b ) the fact that the goods are produced in the Community by a single undertaking . Article 8 1 . An authorization for use of the suspension system may be issued only on condition that all compensating products are to be exported . The condition shall not apply , however , to secondary compensating products whose economic importance does not exceed that of the main compensating products . 2 . Where it can be shown that an undertaking is engaged in continuous production for both Community and third-country markets and the applicant is unable to state precisely the proportion of compensating products which will be exported from the customs territory of the Community , the customs authority shall issue an authorization for use of the suspension system based on a reasonable estimate of such proportion . CHAPTER III Article 6 1 . For the purposes of Article 6 (4 ) of the basic Regulation the value limit shall be 200 000 ECU per authorization , irrespective of the number of operators carrying out the processing operation . However , the value limit for the goods and products listed in Annex III shall be 100 000 ECU . 2 . The value referred to in paragraph"
31986R3677,31986R3677_8,8,"f the number of operators carrying out the processing operation . However , the value limit for the goods and products listed in Annex III shall be 100 000 ECU . 2 . The value referred to in paragraph 1 shall be the customs value of the goods estimated on the basis of the particulars known and the documents presented at the time when the application is lodged . 3 . The application of paragraphs 1 and 2 may be suspended in respect of particular import goods in accordance with the procedure described in Article 31(2 ) and ( 3 ) of the basic Regulation . EQUIVALENT COMPENSATION AND PRIOR EXPORTATION Article 9 Without prejudice to Article 10 , where use is to be made of equivalent compensation or prior exportation , the equivalent goods must fall within the same subheading of the Common Customs Tariff, be of the same commercial quality and have the same technical characteristics as the import goods . Article 7 1 . For the purposes of Article 7 of the basic Regulation , the economic conditions shall be deemed to be fulfilled in Article 10 Where the circumstances so warrant , the customs authority may allow the equivalent goods to be at a more advanced 12 . 12 . 86 Official Journal of the European Communities No L 351 / 5 CHAPTER IV TRIANGULAR TRAFFIC Article 13 The customs authority of the Member State referred to in Article 3 of the basic Regulation may allow triangular traffic only as part of the prior exportation system . CHAPTER V ISSUING THE AUTHORIZATION stage of manufacture than the import goods , provided that the essential part of the processing to which the said equivalent goods are subjected is carried out in the premises of the holder of the authorization or in the premises where the operation is being carried out on his behalf. Article 11 Special provisions , set out in Annex IV , shall apply in respect of the goods referred to in that Annex . Article 12 1 . The change in customs position described in Article 2 ( 3 ) of the basic Regulation shall be effected"
31986R3677,31986R3677_9,9,"t out in Annex IV , shall apply in respect of the goods referred to in that Annex . Article 12 1 . The change in customs position described in Article 2 ( 3 ) of the basic Regulation shall be effected as follows : ( a ) In the case of equivalent compensation without prior exportation , the change in customs position of the import goods and the equivalent goods shall take place at the time of acceptance of the document placing the compensating products or unprocessed goods under one of the customs procedures referred to in Article 1 8 of the basic Regulation . However , where the holder of the authorization puts the import goods on the Community market either in the unaltered state or in the form of compensating products before the arrangements have been discharged , the change in customs position of the import goods and the equivalent goods shall take place at the time the goods are put on the market ; ( b ) In the case of prior exportation :  the change in the customs position of the exported compensating products shall take place at the time of acceptance of the export declaration and on condition that the import goods are entered for the arrangements ,  the change in the customs position of the import goods and the equivalent goods shall take place at the time of acceptance of the declaration entering them for the arrangements . 2 . The change in customs position referred to in paragraph 1 shall not alter the origin of the exported goods . 3 . In the event of the total destruction or irretrievable loss of goods in the unaltered state or compensating products the share of import goods destroyed or lost shall be calculated by reference to the proportion of import goods in stocks of goods of the same kind held by the holder of the authorization at the time when the destruction or loss occurred , unless he can produce evidence of the actual quantity of import goods destroyed or lost . Article 14 1 . Without prejudice to Article 26 , authorizations shall be made out"
31986R3677,31986R3677_10,10,"struction or loss occurred , unless he can produce evidence of the actual quantity of import goods destroyed or lost . Article 14 1 . Without prejudice to Article 26 , authorizations shall be made out in writing and shall conform to the model set out in Annex II . They shall contain at least the particulars there indicated . Authorizations must be signed and dated . 2 . Authorizations shall be addressed to the applicant . 3 . Authorizations shall take effect on the date of issue . 4 . In cases which can be shown to be exceptional , the customs authority may issue a retroactive authorization . However , the retroactive effect of such authorization may not go back beyond the time when the application was lodged . 5 . The customs authorities shall keep copies of authorizations for at least three calendar years after the end of the year of their expiry . Article 15 The period of validity of an authorization shall be set by the customs authority , having regard to the economic conditions and the specific needs of the applicant . Where an authorization is for a period exceeding two years the conditions on which it was issued shall be reviewed periodically at intervals specified in the authorization . No L 351 / 6 Official Journal of the European Communities 12 . 12 . 86 TITLE III OPERATION OF THE ARRANGEMENTS CHAPTER I SPECIFIC COMMERCIAL POLICY MEASURES 2 . Paragraph 1 shall also apply to the entry for the arrangements of import goods under the prior exportation system . 3 . The declaration referred to in paragraph 1 must be lodged at a competent customs office in the Member State where the authorization was issued . However , where the triangular traffic system is used , the declaration entering the import goods for the arrangements shall be lodged at the customs office indicated on information sheet INF 5 , referred to in Article 32 . Article 16 Where non-Community goods are entered for the arrangements using the suspension system , any specific commercial policy measu"
31986R3677,31986R3677_11,11,"icated on information sheet INF 5 , referred to in Article 32 . Article 16 Where non-Community goods are entered for the arrangements using the suspension system , any specific commercial policy measures to which imports of the said goods are subject shall not apply . Article 17 Non-Community goods , even where they are not liable for import duties , may also be entered for the arrangements using the suspension system : ( a ) with a view to non-application of specific commercial policy measures applying to the goods ; (b ) with a view to non-application of specific commercial policy measures applying to export of the goods in the unaltered state or the compensating products , without prejudice to specific commerical policy measures applying to exports of products originating in the Community . Article 19 1 . The declaration referred to in Article 1 8 must be made in writing on a form corresponding to the appropriate official model laid down by the customs authority . 2 . The declaration must be signed and shall contain the particulars necessary for the identification of the goods and the application of any import duties for which they may be liable . In particular it must contain : ( a ) the name or business name and address of the declarant ; ( b ) where the holder of the authorization is not the same person as the declarant , the name or business name and address of the holder of the authorization ; ( c ) where the operator is not the same person as either the declarant or the holder of the authorization , the name or business name and address of the operator ; ( d ) the description of the goods as specified in the authorization ; ( e ) the Common Customs Tariff subheading of the goods and their description in conformity with the nomenclature of the Common Customs Tariff or in terms sufficiently precise to allow the customs authority to determine immediately and unambiguously that they correspond to the subheading declared; ( f) particulars of the authorization ; "
31986R3677,31986R3677_12,12,"iff or in terms sufficiently precise to allow the customs authority to determine immediately and unambiguously that they correspond to the subheading declared; ( f) particulars of the authorization ; ( g ) the number , nature , marks and identifying numbers of the packings containing the goods , or , in the case of unpacked goods , the number of articles covered by the declaration or the words 'in bulk', as appropriate , plus particulars enabling the unpacked goods to be identified ; CHAPTER II FORMALITIES FOR ENTRY OF GOODS FOR ARRANGEMENTS (SUSPENSION SYSTEM) AND FORMALITIES FOR RELEASE OF GOODS FOR FREE CIRCULATION (DRAWBACK SYSTEM) Section 1 Normal procedure Article 18 1 . The entry of goods for the arrangements using the suspension system shall be subject to the lodging of a declaration of entry for the arrangements . The person making the declaration is hereinafter referred to as the 'declarant'. 12 . 12 . 86 Official Journal of the European Communities No L 351 / 7 for the arrangements or for free circulation , as the case may be . 3 . The customs authority may agree that the documents in question be held at its disposal rather than accompanying the declaration or entry . Article 21 An entry for release for free circulation made out in connection with the drawback system must include , in addition to the particulars required for release for free circulation and a reference to the authorization , the following particulars : ( a ) where the holder of the authorization is not the same person as the declarant , the name or business name and address of the holder of the authorization ; ( b ) where the operator is not the same person as either the declarant or the holder of the authorization , the name or business name and address of the operator ; ( c ) the description of the goods as specified in the authorization . (h ) where goods have been entered for the arrangements after a summary declaration has been lodged under Article 3 of Directive 68 / 312 / EEC ( J )"
31986R3677,31986R3677_13,13,"n of the goods as specified in the authorization . (h ) where goods have been entered for the arrangements after a summary declaration has been lodged under Article 3 of Directive 68 / 312 / EEC ( J ), reference to the summary declaration , unless the customs authority undertakes to enter this information itself ; ( i ) where goods not covered by the summary declaration referred to in paragraph (h ) are entered for the arrangements :  in the case of goods not previously entered for another customs procedure , the particulars needed to identify the means of transport by which they reached the customs office ,  in the case of goods already entered for another customs procedure , the particulars needed for discharge of that procedure ,  in the case of goods placed in a free zone , where applicable , the particulars needed to identify the means of transport by which the goods reached the customs office ; ( j ) the quantity of goods ; ( k ) in the case of goods liable to an ad valorem duty , their customs value calculated in accordance with Regulation (EEC) No 1224 / 80 ( 2 ); ( 1 ) in the case of goods liable to a specific duty , indication of quantity and any additional quantitative particulars which may be necessary for application of the duty ; (m)in the case of goods liable to an ad valorem duty with a minimum charge based on specific factors , all the information referred to in paragraphs ( k ) and ( 1 ); ( n ) the country of consignment of the goods within the meaning of Article 10 of Regulation (EEC ) No 1736 / 75 ( 3 ) and their country of origin either within the meaning of Regulation (EEC ) No 802 / 68 ( 4 ) or , in the case of goods which qualify by reason of their origin for preferential treatment , within the meaning of the Community or contractual provisions on which such preferential treatment is based . Article 22 The customs authority may agree that the particulars referred to in Articles 19 (2 ) ( b ) and ( c ) and 21 ( a ) and (b ) need not be supp"
31986R3677,31986R3677_14,14,"s on which such preferential treatment is based . Article 22 The customs authority may agree that the particulars referred to in Articles 19 (2 ) ( b ) and ( c ) and 21 ( a ) and (b ) need not be supplied where the authorization is presented at the time when the declaration or entry is lodged . Article 23 1 . Article 4 ( 3 ), ( 4 ) and ( 5 ) and Articles 5 to 10 of Commission Regulation (EEC ) No 1751 / 84 of 13 June 1984 laying down certain provisions for the application of Council Regulation (EEC ) No 3599 / 82 on temporary importation arrangements ( 5 ) shall apply mutatis mutandis . 2 . Acceptance of a declaration under Article 18 or entry under Article 21 shall be subject to issue of an inward processing authorization . In cases which can be shown to be exceptional , however , the customs authority may accept the declaration or entry without such authorization having been issued , provided the application was submitted before such acceptance .Article 20 1 . The customs authority may require that the authorization be presented when the declaration or , where the drawback system is used , the entry for release for free circulation , is lodged . 2 . The said declaration or entry must be accompanied by all other documents whose presentation is necessary for entry Section 2 Simplified procedures Article 24 1 . Provided the proper conduct of operations is not thereby affected , the customs authority , at the declarant's ( s ) OJ No L 171 , 29 . 6 . 1984 , p. 1 . (M OJ No L 194 , 6 . 8 . 1968 , p. 13 . ( 2 ) OJ No L 134 , 31 . 5 . 1980 , p. 1 . ( 3 ) OJ No L 183 , 14 . 7 . 1975 , p. 3 . ( 4 ) OJ No L 148 , 28 . 6 . 1968 , p. 1 . No L 351 / 8 Official Journal of the European Communities 12 . 12 . 86 simplified procedure described in paragraph 1 ( c ) is used . The customs authority may withhold authorization to use the simplified procedures from persons who do not frequently enter goods for the arrangements . Article 25 1 . Incomplete declarations or entries , commerci"
31986R3677,31986R3677_15,15,"authority may withhold authorization to use the simplified procedures from persons who do not frequently enter goods for the arrangements . Article 25 1 . Incomplete declarations or entries , commercial or administrative documents and entries in the accounts as referred to in Article 24 must contain at least the particulars necessary for identification of the goods . Acceptance by the customs authority of such incomplete declaration or entry , commercial or administrative documents or entry in the accounts shall have the same force in law as acceptance of the declaration referred to in Article 18 or entry as referred to in Article 21 . Any examination of the goods shall be based on the particulars given in the incomplete declaration or entry , commercial or administrative document or entry in the accounts . In the cases referred to in Article 24 ( 1 ) ( c ), entry of the goods in the accounts shall be equivalent to their release . 2 . Additional declarations or declarations relating to goods covered by the procedure authorized under Article 24 ( 1 ) must be lodged , or documents omitted under Article 24 ( 1 ) ( a ) must be supplied , at the competent customs office , and no later than the time when the bill of discharge is lodged . Acceptance of such declaration shall not have the same force in law as acceptance of the declaration referred to in Article 18 or entry referred to in Article 21 . 3 . The customs authority may agree that the declaration or additional declaration be of a general , periodic or recapitulative nature . request and on conditions it shall lay down , shall agree that : ( a ) a declaration under Article 18 or entry under Article 21 need not contain some of the particulars referred to in Article 19 or 21 as the case may be , or need not be accompanied by some of the documents referred to in Article 20 ; ( b ) a declaration under Article 1 8 or entry under Article 21 can be replaced by a commercial or administrative document , accompanied by an ap"
